gtfsId,name,lat,lon,location,zoneId,mode,duration,walk_distance
HSL:6150219,Louhosmäki,60.202282,24.358088,"60.202282, 24.358088",D,BUS,65.0,465.0
HSL:6150218,Solvik,60.201517,24.375928,"60.201517, 24.375928",D,BUS,63.0,466.0
HSL:6150217,Evitskog,60.20141,24.342,"60.20141, 24.342",D,BUS,67.0,556.0
HSL:6150216,Evitskogin VPK,60.20103,24.33853,"60.20103, 24.33853",D,BUS,66.0,483.0
HSL:6150215,Evitskogin VPK,60.200862,24.338385,"60.200862, 24.338385",D,BUS,66.0,465.0
HSL:1465177,Vanha viertotie,60.213022,24.879553,"60.213022, 24.879553",B,BUS,29.0,463.0
HSL:6150225,Karhusuontie,60.212742,24.341698,"60.212742, 24.341698",D,BUS,71.0,585.0
HSL:2312219,Kalastajankuja,60.15334,24.72924,"60.15334, 24.72924",B,BUS,42.0,1555.0
HSL:6150224,Karhusuontie,60.211693,24.341255,"60.211693, 24.341255",D,BUS,69.0,465.0
HSL:6150223,Åkervikintie,60.202485,24.392585,"60.202485, 24.392585",D,BUS,94.0,582.0
HSL:2222234,Aalto-yliopisto (M),60.183559,24.82768,"60.183559, 24.82768",B,BUS,20.0,587.0
HSL:6150222,Solvik,60.202258,24.374953,"60.202258, 24.374953",D,BUS,64.0,579.0
HSL:6150221,Louhosmäki,60.20219,24.35642,"60.20219, 24.35642",D,BUS,66.0,556.0
HSL:6150220,Åkervikintie,60.20238,24.394094,"60.20238, 24.394094",D,BUS,95.0,668.0
HSL:1310602,Lauttasaari,60.159443,24.8785,"60.159443, 24.8785",A,SUBWAY,11.0,348.0
HSL:1310601,Lauttasaari,60.159362,24.87857,"60.159362, 24.87857",A,SUBWAY,9.0,225.0
HSL:1310604,Koivusaari,60.163618,24.853666,"60.163618, 24.853666",A,SUBWAY,12.0,312.0
HSL:1310603,Koivusaari,60.163538,24.85361,"60.163538, 24.85361",A,SUBWAY,11.0,225.0
HSL:2312216,Nuottalahti,60.15117,24.73608,"60.15117, 24.73608",B,BUS,39.0,641.0
HSL:2312217,Nuottalahti,60.15029,24.73707,"60.15029, 24.73707",B,BUS,38.0,622.0
HSL:2312218,Kalastajankuja,60.15421,24.72872,"60.15421, 24.72872",B,BUS,37.0,794.0
HSL:1453189,Itäkeskus (M),60.20987,25.07621,"60.20987, 25.07621",B,BUS,19.0,324.0
HSL:6150229,Stenbackantie,60.220405,24.356558,"60.220405, 24.356558",D,BUS,71.0,465.0
HSL:6150228,Stenbackantie,60.220365,24.357035,"60.220365, 24.357035",D,BUS,71.0,489.0
HSL:6150227,Sandsdal,60.21642,24.345717,"60.21642, 24.345717",D,BUS,70.0,465.0
HSL:6150226,Sandsdal,60.216378,24.345947,"60.216378, 24.345947",D,BUS,70.0,472.0
HSL:6150236,Solvik,60.202072,24.376857,"60.202072, 24.376857",D,BUS,65.0,594.0
HSL:6150232,Sannas,60.226347,24.37974,"60.226347, 24.37974",D,BUS,75.0,502.0
HSL:6150231,Haapaniementie,60.225908,24.369537,"60.225908, 24.369537",D,BUS,73.0,465.0
HSL:6150230,Haapaniementie,60.225655,24.369032,"60.225655, 24.369032",D,BUS,73.0,502.0
HSL:2312201,Kalatorppa,60.157855,24.725891,"60.157855, 24.725891",B,BUS,35.0,643.0
HSL:1453181,Puotinharju,60.21211,25.08187,"60.21211, 25.08187",B,BUS,23.0,590.0
HSL:1453182,Itäkeskus (M),60.21003,25.0768,"60.21003, 25.0768",B,BUS,19.0,287.0
HSL:2312202,Kalaonni,60.156464,24.725221,"60.156464, 24.725221",B,BUS,35.0,620.0
HSL:2312203,Tiistiläntörmä,60.157065,24.737421,"60.157065, 24.737421",B,BUS,31.0,797.0
HSL:1453184,Itäkeskus (M),60.20952,25.07627,"60.20952, 25.07627",B,BUS,20.0,338.0
HSL:2312205,Tiistilänkaari,60.153906,24.740077,"60.153906, 24.740077",B,BUS,37.0,1187.0
HSL:1453185,Metrovarikko,60.20982,25.06637,"60.20982, 25.06637",B,BUS,25.0,398.0
HSL:1453186,Itäkeskus (M),60.20964,25.07681,"60.20964, 25.07681",B,BUS,19.0,306.0
HSL:2312206,Tiistilänkuja,60.15425,24.73606,"60.15425, 24.73606",B,BUS,38.0,1255.0
HSL:6150239,Sannaksentie,60.225725,24.37596,"60.225725, 24.37596",D,BUS,74.0,465.0
HSL:6150237,Lillängintie,60.222042,24.36192,"60.222042, 24.36192",D,BUS,72.0,465.0
HSL:6150241,Sannaksentie,60.225717,24.376338,"60.225717, 24.376338",D,BUS,74.0,485.0
HSL:6150240,Lillängintie,60.221885,24.362633,"60.221885, 24.362633",D,BUS,73.0,506.0
HSL:1465148,Valimo,60.22054,24.87679,"60.22054, 24.87679",B,BUS,20.0,556.0
HSL:1465147,Valimotie 15,60.21922,24.87837,"60.21922, 24.87837",B,BUS,22.0,714.0
HSL:1465146,Valimotie 15,60.21857,24.87877,"60.21857, 24.87877",B,BUS,23.0,804.0
HSL:1465145,Valimotie,60.21562,24.87617,"60.21562, 24.87617",B,BUS,27.0,281.0
HSL:2222268,Tietäjä,60.18712,24.80903,"60.18712, 24.80903",B,BUS,32.0,1391.0
HSL:2222201,Otaniemensilta,60.18023,24.8376,"60.18023, 24.8376",B,BUS,26.0,1127.0
HSL:2222203,Otaranta,60.18025,24.834535,"60.18025, 24.834535",B,BUS,25.0,1047.0
HSL:2222202,Otaniemensilta,60.1798,24.83641,"60.1798, 24.83641",B,BUS,25.0,1011.0
HSL:2222205,Hanasaari,60.16646,24.84158,"60.16646, 24.84158",B,BUS,23.0,1059.0
HSL:2222204,Otaranta,60.180604,24.834109,"60.180604, 24.834109",B,BUS,26.0,1114.0
HSL:2222207,Sähkömies,60.18909,24.82975,"60.18909, 24.82975",B,BUS,25.0,948.0
HSL:2222206,Otakaari,60.18701,24.82762,"60.18701, 24.82762",B,BUS,22.0,691.0
HSL:2222209,Teekkarikylä,60.18833,24.83492,"60.18833, 24.83492",B,BUS,28.0,1169.0
HSL:2222208,Teekkarikylä,60.18862,24.83449,"60.18862, 24.83449",B,BUS,28.0,1179.0
HSL:1285159,Käpytie,60.22592,24.96789,"60.22592, 24.96789",B,BUS,19.0,708.0
HSL:1285158,Käpytie,60.22632,24.96805,"60.22632, 24.96805",B,BUS,19.0,660.0
HSL:2222210,Teekkarikylä,60.187376,24.833901,"60.187376, 24.833901",B,BUS,26.0,1027.0
HSL:6150202,Östermalmintie,60.187337,24.298318,"60.187337, 24.298318",D,BUS,138.0,622.0
HSL:6150201,Östermalmintie,60.187197,24.296388,"60.187197, 24.296388",D,BUS,137.0,514.0
HSL:2222212,Aalto-yliopisto (M),60.183685,24.828116,"60.183685, 24.828116",B,BUS,20.0,597.0
HSL:2222214,Tekniikantie,60.1807,24.82479,"60.1807, 24.82479",B,BUS,26.0,999.0
HSL:2222213,Otakaari,60.187099,24.827559,"60.187099, 24.827559",B,BUS,22.0,706.0
HSL:2222216,Vuorimies,60.18244,24.82595,"60.18244, 24.82595",B,BUS,22.0,743.0
HSL:2222215,Vuorimies,60.18236,24.82545,"60.18236, 24.82545",B,BUS,22.0,765.0
HSL:6150208,Eskilsintie,60.196836,24.327098,"60.196836, 24.327098",D,BUS,77.0,1287.0
HSL:6150206,Näckels,60.19449,24.321,"60.19449, 24.321",D,BUS,83.0,1716.0
HSL:6150204,Erikaksentie,60.192708,24.315541,"60.192708, 24.315541",D,BUS,88.0,2078.0
HSL:6150214,Evitskog,60.200958,24.340765,"60.200958, 24.340765",D,BUS,66.0,469.0
HSL:6150212,Bakträsk,60.19921,24.37971,"60.19921, 24.37971",D,BUS,63.0,465.0
HSL:2222223,Tietotie,60.184969,24.819846,"60.184969, 24.819846",B,BUS,20.0,552.0
HSL:6150211,Bakträsk,60.19985,24.378615,"60.19985, 24.378615",D,BUS,64.0,556.0
HSL:2222225,Innopoli,60.185777,24.81338,"60.185777, 24.81338",B,BUS,26.0,1006.0
HSL:6150210,Övidsborg,60.199288,24.335718,"60.199288, 24.335718",D,BUS,70.0,739.0
HSL:2222224,Tietotie,60.18517,24.82042,"60.18517, 24.82042",B,BUS,20.0,526.0
HSL:2222227,Sähkömies,60.18963,24.82959,"60.18963, 24.82959",B,BUS,26.0,1017.0
HSL:2222226,Innopoli,60.185,24.81447,"60.185, 24.81447",B,BUS,25.0,913.0
HSL:1453111,Rantakartanontie,60.21633,25.09587,"60.21633, 25.09587",B,BUS,27.0,684.0
HSL:1453112,Itäkeskus (M),60.210188,25.077359,"60.210188, 25.077359",B,BUS,19.0,307.0
HSL:1453113,Orvokkitie,60.217232,25.089587,"60.217232, 25.089587",B,BUS,26.0,645.0
HSL:1453114,Itäkeskus (M),60.21033,25.07785,"60.21033, 25.07785",B,BUS,20.0,330.0
HSL:1453116,Itäkeskus (M),60.21035,25.07629,"60.21035, 25.07629",B,BUS,22.0,439.0
HSL:1453117,Puotinharju,60.21156,25.08114,"60.21156, 25.08114",B,BUS,22.0,518.0
HSL:1453118,Puotinharju,60.21144,25.079953,"60.21144, 25.079953",B,BUS,22.0,485.0
HSL:1453119,Vanhanlinnantie,60.21466,25.08826,"60.21466, 25.08826",B,BUS,25.0,548.0
HSL:1453110,Arhotie,60.21752,25.08351,"60.21752, 25.08351",B,BUS,26.0,323.0
HSL:6300021,Riihisuontie,60.173292,24.101885,"60.173292, 24.101885",D,BUS,71.0,759.0
HSL:1285164,Aidasmäki,60.22964,24.97434,"60.22964, 24.97434",B,BUS,22.0,904.0
HSL:1285163,Veräjänkorva,60.22675,24.97256,"60.22675, 24.97256",B,BUS,22.0,902.0
HSL:6300022,Riihisuontie,60.173231,24.100927,"60.173231, 24.100927",D,BUS,72.0,807.0
HSL:1285166,Myllypellontie,60.233395,24.978526,"60.233395, 24.978526",B,BUS,29.0,1391.0
HSL:1453103,Orvokkitie,60.217003,25.089523,"60.217003, 25.089523",B,BUS,25.0,638.0
HSL:6300020,Nysvidja,60.181059,24.018075,"60.181059, 24.018075",D,BUS,77.0,772.0
HSL:1285165,Aidasmäki,60.22927,24.9736,"60.22927, 24.9736",B,BUS,21.0,837.0
HSL:1453104,Itäkeskus (M),60.21008,25.0766,"60.21008, 25.0766",B,BUS,19.0,304.0
HSL:6300025,Storpotten,60.172955,24.128346,"60.172955, 24.128346",D,BUS,69.0,767.0
HSL:6300026,Storpotten,60.173247,24.126355,"60.173247, 24.126355",D,BUS,71.0,876.0
HSL:1453105,Ratasmyllyntie,60.20879,25.06718,"60.20879, 25.06718",B,BUS,28.0,897.0
HSL:1453106,Ratasmyllyntie,60.20887,25.06699,"60.20887, 25.06699",B,BUS,28.0,906.0
HSL:6300023,Solbacka,60.175065,24.138551,"60.175065, 24.138551",D,BUS,70.0,895.0
HSL:6300024,Solbacka,60.175433,24.14095,"60.175433, 24.14095",D,BUS,69.0,785.0
HSL:1453107,Puotila (M),60.21557,25.09193,"60.21557, 25.09193",B,BUS,23.0,467.0
HSL:1453109,Arhotie,60.21775,25.08378,"60.21775, 25.08378",B,BUS,28.0,464.0
HSL:6300027,Storäng,60.181438,24.040825,"60.181438, 24.040825",D,BUS,75.0,788.0
HSL:6300028,Storäng,60.181145,24.041526,"60.181145, 24.041526",D,BUS,75.0,769.0
HSL:1285160,Kirkkoherrantie,60.22494,24.97197,"60.22494, 24.97197",B,BUS,23.0,973.0
HSL:1285162,Veräjänkorva,60.22654,24.9729,"60.22654, 24.9729",B,BUS,22.0,937.0
HSL:1285161,Kirkkoherrantie,60.22493,24.97096,"60.22493, 24.97096",B,BUS,23.0,982.0
HSL:6300010,Hollstens,60.174555,24.093479,"60.174555, 24.093479",D,BUS,71.0,784.0
HSL:6300011,Hollstens,60.176005,24.091042,"60.176005, 24.091042",D,BUS,74.0,969.0
HSL:6300014,Lappers,60.173985,24.109245,"60.173985, 24.109245",D,BUS,70.0,770.0
HSL:6300015,Lappers,60.173856,24.107636,"60.173856, 24.107636",D,BUS,71.0,851.0
HSL:6300012,Kokkila th,60.182912,24.031501,"60.182912, 24.031501",D,BUS,76.0,756.0
HSL:6300013,Kokkila th,60.182677,24.02952,"60.182677, 24.02952",D,BUS,77.0,864.0
HSL:2411601,Espoonlahti,60.150075,24.653288,"60.150075, 24.653288",C,SUBWAY,34.0,431.0
HSL:6300018,Myransintie,60.176004,24.062917,"60.176004, 24.062917",D,BUS,74.0,761.0
HSL:6300019,Myransintie,60.176033,24.061181,"60.176033, 24.061181",D,BUS,75.0,844.0
HSL:6300016,Lillkråkas,60.176563,24.076933,"60.176563, 24.076933",D,BUS,73.0,762.0
HSL:2411602,Espoonlahti,60.150081,24.653341,"60.150081, 24.653341",C,SUBWAY,33.0,344.0
HSL:6300017,Lillkråkas,60.176911,24.078211,"60.176911, 24.078211",D,BUS,74.0,838.0
HSL:6300007,Bocksintie,60.178962,24.04697,"60.178962, 24.04697",D,BUS,77.0,904.0
HSL:6300008,Flytintie,60.174069,24.118695,"60.174069, 24.118695",D,BUS,94.0,482.0
HSL:6300006,Bocksintie,60.178044,24.049176,"60.178044, 24.049176",D,BUS,75.0,765.0
HSL:6300009,Flytintie,60.173839,24.120039,"60.173839, 24.120039",D,BUS,69.0,766.0
HSL:1140436,Ooppera,60.18228,24.92659,"60.18228, 24.92659",A,TRAM,11.0,333.0
HSL:1140439,Töölön halli,60.18486,24.92255,"60.18486, 24.92255",A,TRAM,12.0,263.0
HSL:1140437,Ooppera,60.18199,24.92695,"60.18199, 24.92695",A,TRAM,10.0,267.0
HSL:1285184,Kestikuja,60.23169,24.97747,"60.23169, 24.97747",B,BUS,26.0,1184.0
HSL:1140438,Töölön halli,60.18575,24.9213,"60.18575, 24.9213",A,TRAM,13.0,483.0
HSL:1285183,Kestikuja,60.23209,24.97778,"60.23209, 24.97778",B,BUS,27.0,1227.0
HSL:1453155,Myllypuron jäähalli,60.21265,25.06767,"60.21265, 25.06767",B,BUS,27.0,366.0
HSL:1465136,Atomitie,60.224364,24.86717,"60.224364, 24.86717",B,BUS,24.0,815.0
HSL:1465134,Meijeritie,60.2258,24.8696,"60.2258, 24.8696",B,BUS,26.0,969.0
HSL:1465133,Meijeritie,60.22509,24.86806,"60.22509, 24.86806",B,BUS,27.0,976.0
HSL:1465131,Marttila,60.22716,24.87217,"60.22716, 24.87217",B,BUS,28.0,1137.0
HSL:1140440,Kansaneläkelaitos,60.18868,24.91911,"60.18868, 24.91911",A,TRAM,15.0,418.0
HSL:1140441,Kansaneläkelaitos,60.18733,24.91918,"60.18733, 24.91918",A,TRAM,13.0,274.0
HSL:1140446,Kansaneläkelaitos,60.18874,24.91779,"60.18874, 24.91779",A,TRAM,13.0,244.0
HSL:1140447,Töölöntori,60.17971,24.92371,"60.17971, 24.92371",A,TRAM,13.0,312.0
HSL:1453151,Kauppamyllyntie,60.215647,25.063805,"60.215647, 25.063805",B,BUS,28.0,291.0
HSL:1453152,Kauppamyllyntie,60.215986,25.061914,"60.215986, 25.061914",B,BUS,31.0,634.0
HSL:1453154,Myllypuron jäähalli,60.21346,25.06794,"60.21346, 25.06794",B,BUS,28.0,394.0
HSL:1140449,Töölöntori,60.17956,24.92358,"60.17956, 24.92358",A,TRAM,13.0,263.0
HSL:1050401,Eiran sairaala,60.15802,24.939833,"60.15802, 24.939833",A,TRAM,12.0,157.0
HSL:1140450,Ooppera,60.18205,24.92821,"60.18205, 24.92821",A,TRAM,11.0,364.0
HSL:1543181,Eteläreimarintie,60.2103,25.17386,"60.2103, 25.17386",B,BUS,40.0,432.0
HSL:1140453,Kaupunginpuutarha,60.184192,24.931828,"60.184192, 24.931828",A,TRAM,16.0,267.0
HSL:1140451,Ooppera,60.18195,24.92785,"60.18195, 24.92785",A,TRAM,11.0,332.0
HSL:1140452,Kaupunginpuutarha,60.18445,24.93198,"60.18445, 24.93198",A,TRAM,16.0,305.0
HSL:1453134,Puotila (M),60.214621,25.091693,"60.214621, 25.091693",B,BUS,22.0,383.0
HSL:1453138,Puotila (M),60.21533,25.09017,"60.21533, 25.09017",B,BUS,23.0,469.0
HSL:4660294,Kanerva,60.28773,25.073433,"60.28773, 25.073433",C,BUS,39.0,361.0
HSL:4660296,Sammaltie,60.28518,25.06884,"60.28518, 25.06884",C,BUS,41.0,775.0
HSL:4660298,Kunnaantie,60.29531,25.06689,"60.29531, 25.06689",C,BUS,38.0,253.0
HSL:4660297,Kanerva,60.2872,25.072,"60.2872, 25.072",C,BUS,37.0,256.0
HSL:4660299,Kunnaantie,60.29509,25.06703,"60.29509, 25.06703",C,BUS,38.0,1739.0
HSL:1465112,Takkatie,60.22245,24.86279,"60.22245, 24.86279",B,BUS,22.0,586.0
HSL:1453130,Itäkeskus (M),60.20975,25.07745,"60.20975, 25.07745",B,BUS,19.0,308.0
HSL:1453132,Itäkeskus (M),60.20987,25.077978,"60.20987, 25.077978",B,BUS,20.0,336.0
HSL:1453122,Korsholmantie,60.21348,25.08321,"60.21348, 25.08321",B,BUS,26.0,780.0
HSL:1453123,Arhotie,60.218471,25.086067,"60.218471, 25.086067",B,BUS,30.0,949.0
HSL:1453125,Nyytorpinpolku,60.218642,25.093242,"60.218642, 25.093242",B,BUS,31.0,970.0
HSL:1453126,Itäkeskus (M),60.20942,25.07634,"60.20942, 25.07634",B,BUS,20.0,354.0
HSL:1453127,Metrovarikko,60.20922,25.06617,"60.20922, 25.06617",B,BUS,25.0,378.0
HSL:1453128,Itäkeskus (M),60.20956,25.07691,"60.20956, 25.07691",B,BUS,19.0,319.0
HSL:1465106,Takomokuja,60.220715,24.876686,"60.220715, 24.876686",B,BUS,19.0,524.0
HSL:1465105,Talin siirt.puutarha,60.21991,24.86304,"60.21991, 24.86304",B,BUS,25.0,853.0
HSL:1465104,Takomotie,60.2169,24.870409,"60.2169, 24.870409",B,BUS,26.0,165.0
HSL:1465103,Takomotie,60.217728,24.868924,"60.217728, 24.868924",B,BUS,28.0,305.0
HSL:1465102,Valimotie,60.214917,24.876463,"60.214917, 24.876463",B,BUS,26.0,260.0
HSL:1465101,Valimotie,60.21577,24.87493,"60.21577, 24.87493",B,BUS,27.0,323.0
HSL:1465100,Henrikintie,60.224845,24.850474,"60.224845, 24.850474",B,BUS,27.0,1004.0
HSL:1453120,Vanhanlinnantie,60.21479,25.0882,"60.21479, 25.0882",B,BUS,25.0,558.0
HSL:1453121,Vanhanlinnantie,60.21472,25.08581,"60.21472, 25.08581",B,BUS,27.0,734.0
HSL:1050432,Hietalahdentori,60.162237,24.931177,"60.162237, 24.931177",A,TRAM,9.0,23.0
HSL:9512006,Laurila,60.490989,25.096663,"60.490989, 25.096663",D,BUS,52.0,804.0
HSL:9512005,Vähänummentie,60.496901,25.092005,"60.496901, 25.092005",D,BUS,49.0,406.0
HSL:2614237,Soliseva,60.19468,24.68226,"60.19468, 24.68226",C,BUS,51.0,1986.0
HSL:9512002,Peltola,60.493273,25.091476,"60.493273, 25.091476",D,BUS,61.0,2001.0
HSL:9512001,Mittarikatu,60.490279,25.091075,"60.490279, 25.091075",D,BUS,47.0,392.0
HSL:9512004,Hölkkäpolku,60.497842,25.091761,"60.497842, 25.091761",D,BUS,49.0,409.0
HSL:9512003,Anttila,60.494203,25.091896,"60.494203, 25.091896",D,BUS,62.0,2106.0
HSL:9512000,Mittarikatu,60.489363,25.091271,"60.489363, 25.091271",D,BUS,45.0,297.0
HSL:9512017,Haarajoen koulu,60.498144,25.144881,"60.498144, 25.144881",D,BUS,45.0,1060.0
HSL:2614245,Riimukallio,60.19405,24.67816,"60.19405, 24.67816",C,BUS,46.0,645.0
HSL:9640210,Vetikontie,60.450335,24.976263,"60.450335, 24.976263",D,BUS,65.0,279.0
HSL:9640211,Vuohikkaanoja,60.434771,24.986197,"60.434771, 24.986197",D,BUS,65.0,1000.0
HSL:9512016,Haarajoen koulu,60.49822,25.14501,"60.49822, 25.14501",D,BUS,45.0,1071.0
HSL:2614246,Soliseva,60.19475,24.68208,"60.19475, 24.68208",C,BUS,51.0,1982.0
HSL:9640212,Terrisuo,60.478545,24.952268,"60.478545, 24.952268",D,BUS,83.0,1809.0
HSL:9512019,Lehmustie,60.503475,25.155013,"60.503475, 25.155013",D,BUS,52.0,702.0
HSL:9512018,Lehmustie,60.50379,25.15572,"60.50379, 25.15572",D,BUS,53.0,770.0
HSL:9640213,Terrisuo,60.478653,24.951777,"60.478653, 24.951777",D,BUS,83.0,1840.0
HSL:9512012,Haarajoen asemakatu,60.500255,25.132463,"60.500255, 25.132463",D,BUS,40.0,639.0
HSL:9512015,Koivutie,60.498019,25.142575,"60.498019, 25.142575",D,BUS,43.0,872.0
HSL:9512014,Koivutie,60.49876,25.1407,"60.49876, 25.1407",D,BUS,41.0,759.0
HSL:9640207,Tienhaara,60.441703,24.975813,"60.441703, 24.975813",D,BUS,66.0,963.0
HSL:9640208,Tienhaara,60.442609,24.974444,"60.442609, 24.974444",D,BUS,67.0,1024.0
HSL:9640209,Vetikko,60.451385,24.97701,"60.451385, 24.97701",D,BUS,66.0,885.0
HSL:1250501,Käpylä,60.220358,24.946913,"60.220358, 24.946913",A,RAIL,17.0,636.0
HSL:9640203,Metsämaa,60.44679,24.973925,"60.44679, 24.973925",D,BUS,66.0,885.0
HSL:1351107,Raiviontie,60.24962,24.94126,"60.24962, 24.94126",B,BUS,41.0,334.0
HSL:1050412,Viiskulma,60.16089,24.94178,"60.16089, 24.94178",A,TRAM,9.0,79.0
HSL:9640204,Suotorppa,60.457873,24.984671,"60.457873, 24.984671",D,BUS,66.0,449.0
HSL:1351108,Raiviontie,60.24969,24.94116,"60.24969, 24.94116",B,BUS,41.0,345.0
HSL:1351105,Kaskenpolttajantie,60.24935,24.93492,"60.24935, 24.93492",B,BUS,46.0,686.0
HSL:9640205,Suotorppa,60.456697,24.982749,"60.456697, 24.982749",D,BUS,64.0,279.0
HSL:9640206,Terrisuon kuntaraja,60.471909,24.945694,"60.471909, 24.945694",D,BUS,91.0,1785.0
HSL:1351106,Kaskenpolttajantie,60.24933,24.93426,"60.24933, 24.93426",B,BUS,40.0,420.0
HSL:1050416,Perämiehenkatu,60.157802,24.935992,"60.157802, 24.935992",A,TRAM,15.0,352.0
HSL:1050415,Perämiehenkatu,60.15783,24.93573,"60.15783, 24.93573",A,TRAM,15.0,365.0
HSL:9640200,Kolistimenmäki,60.438756,24.980235,"60.438756, 24.980235",D,BUS,69.0,464.0
HSL:1050414,Iso Roobertinkatu,60.16278,24.93903,"60.16278, 24.93903",A,TRAM,8.0,75.0
HSL:1351109,Raiviontie,60.249277,24.942139,"60.249277, 24.942139",B,BUS,40.0,288.0
HSL:9640201,Kolistimenmäki,60.439897,24.978521,"60.439897, 24.978521",D,BUS,66.0,279.0
HSL:9640202,Metsämaa,60.446018,24.973734,"60.446018, 24.973734",D,BUS,65.0,279.0
HSL:1050413,Iso Roobertinkatu,60.16288,24.93909,"60.16288, 24.93909",A,TRAM,7.0,42.0
HSL:2434302,Pisanmäki,60.17161,24.68123,"60.17161, 24.68123",C,BUS,40.0,461.0
HSL:2434301,Pisanmäki,60.17155,24.68053,"60.17155, 24.68053",C,BUS,41.0,505.0
HSL:1351103,Pitkämäentie,60.24882,24.92861,"60.24882, 24.92861",B,BUS,40.0,517.0
HSL:1351104,Pitkämäentie,60.24872,24.92689,"60.24872, 24.92689",B,BUS,39.0,421.0
HSL:1351101,Paloheinäntie,60.24797,24.92389,"60.24797, 24.92389",B,BUS,37.0,399.0
HSL:1351102,Paloheinäntie,60.24687,24.9239,"60.24687, 24.9239",B,BUS,35.0,258.0
HSL:1050408,Viiskulma,60.161274,24.941349,"60.161274, 24.941349",A,TRAM,8.0,21.0
HSL:2614226,Kuurinmäki,60.19976,24.70503,"60.19976, 24.70503",B,BUS,41.0,1405.0
HSL:2614227,Kuurinmäki,60.19995,24.705046,"60.19995, 24.705046",B,BUS,41.0,1373.0
HSL:1050417,Telakkakatu,60.158449,24.934163,"60.158449, 24.934163",A,TRAM,14.0,219.0
HSL:1020602,Rautatientori,60.170388,24.939845,"60.170388, 24.939845",A,SUBWAY,3.0,215.0
HSL:1020601,Rautatientori,60.170379,24.939846,"60.170379, 24.939846",A,SUBWAY,3.0,215.0
HSL:1020604,Helsingin yliopisto,60.172026,24.94785,"60.172026, 24.94785",A,SUBWAY,4.0,184.0
HSL:1020603,Helsingin yliopisto,60.172009,24.947915,"60.172009, 24.947915",A,SUBWAY,4.0,185.0
HSL:2614286,Bembölensilta,60.22219,24.66789,"60.22219, 24.66789",C,BUS,48.0,772.0
HSL:4750299,Teuvontie,60.32767,25.10175,"60.32767, 25.10175",C,BUS,44.0,483.0
HSL:1302217,Kuusiniementie,60.18716,24.86985,"60.18716, 24.86985",A,BUS,30.0,368.0
HSL:1302218,Kuusisaarenkuja,60.184553,24.857309,"60.184553, 24.857309",A,BUS,27.0,593.0
HSL:1302219,Kuusisaarenkuja,60.18488,24.85935,"60.18488, 24.85935",A,BUS,30.0,717.0
HSL:2614256,Korukuja,60.19862,24.70922,"60.19862, 24.70922",B,BUS,44.0,1636.0
HSL:2614257,Hopeatie,60.19802,24.71458,"60.19802, 24.71458",B,BUS,44.0,413.0
HSL:2614258,Hopeatie,60.198,24.71445,"60.198, 24.71445",B,BUS,44.0,401.0
HSL:2614259,Korukuja,60.19899,24.70857,"60.19899, 24.70857",B,BUS,44.0,1615.0
HSL:1302216,Kuusiniementie,60.18696,24.8681,"60.18696, 24.8681",A,BUS,31.0,457.0
HSL:2614260,Kuurintorppa,60.197256,24.718653,"60.197256, 24.718653",B,BUS,42.0,351.0
HSL:2632240,Jauhotullintie,60.23172,24.69809,"60.23172, 24.69809",C,BUS,47.0,448.0
HSL:2632243,Träskändan kartano,60.23605,24.7054,"60.23605, 24.7054",C,BUS,45.0,373.0
HSL:2632242,Träskändan kartano,60.23498,24.70481,"60.23498, 24.70481",C,BUS,47.0,499.0
HSL:2632241,Pihlajarinne,60.23238,24.69878,"60.23238, 24.69878",C,BUS,48.0,532.0
HSL:2632248,Ryytimaa,60.24082,24.71155,"60.24082, 24.71155",C,BUS,45.0,602.0
HSL:2632247,Träskändanristi,60.2389,24.70829,"60.2389, 24.70829",C,BUS,45.0,672.0
HSL:2632246,Träskändanristi,60.23841,24.70811,"60.23841, 24.70811",C,BUS,44.0,627.0
HSL:2632245,Kylänportti,60.24055,24.70263,"60.24055, 24.70263",C,BUS,50.0,1006.0
HSL:6060201,Matta,60.092123,24.501967,"60.092123, 24.501967",D,BUS,57.0,584.0
HSL:2632249,Ryytimaa,60.24109,24.71284,"60.24109, 24.71284",C,BUS,47.0,738.0
HSL:2632233,Tollinportti,60.22548,24.68117,"60.22548, 24.68117",C,BUS,49.0,420.0
HSL:2632232,Bemböle skola,60.22308,24.6774,"60.22308, 24.6774",C,BUS,49.0,550.0
HSL:2632237,Pellas,60.22856,24.69157,"60.22856, 24.69157",C,BUS,49.0,483.0
HSL:2632236,Itäpelto,60.22601,24.68628,"60.22601, 24.68628",C,BUS,49.0,414.0
HSL:2632235,Itäpelto,60.22592,24.68556,"60.22592, 24.68556",C,BUS,49.0,413.0
HSL:2632234,Tollinportti,60.22558,24.68211,"60.22558, 24.68211",C,BUS,49.0,434.0
HSL:2632239,Jauhotullintie,60.23077,24.69602,"60.23077, 24.69602",C,BUS,48.0,536.0
HSL:2632238,Pellas,60.229,24.69282,"60.229, 24.69282",C,BUS,48.0,427.0
HSL:2644248,Punjo,60.26953,24.59526,"60.26953, 24.59526",C,BUS,55.0,580.0
HSL:2644249,Solvik,60.27654,24.5897,"60.27654, 24.5897",C,BUS,55.0,491.0
HSL:2644247,Punjo,60.26876,24.59526,"60.26876, 24.59526",C,BUS,55.0,552.0
HSL:2632262,Puotismäentie,60.24011,24.6906,"60.24011, 24.6906",C,BUS,55.0,507.0
